!03511426-n	heelless	0.0	[0]
01791911-a	plain	0.0	[0]
01796736-a	puff	0.0	[0]
01800195-v	crush	-64.0	[-64.0]
01800349-a	pleasant	64.0	[64.0]
01803247-a	dreadful	-88.8	[-95.0, -95.0, -64.0, -95.0, -95.0]
01804175-a	sore	-34.0	[-34.0]
01808413-a	sweet	34.0	[34.0]
01821266-a	possible	34.0	[34.0, 34.0, 34.0]
01823092-a	impossible	-44.0	[-64.0, -34.0, -34.0]
01824339-v	wish	34.0	[34.0, 34.0, 34.0, 34.0, 34.0, 34.0]
01824736-v	wish	34.0	[34.0, 34.0, 34.0, 34.0]
01824736-v	like	22.666666666666668	[34.0, 34.0, 0]
01825237-v	desire	49.0	[34.0, 64.0]
01825237-v	want	11.333333333333334	[0, 0, 34.0, 0, 0, 34.0]
01826498-v	prefer	34.0	[34.0]
01827858-v	admire	95.0	[95.0]
01831531-v	move	0.0	[0]
01835496-v	go	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01835496-v	travel	0.0	[0, 0]
01839317-a	very	0.0	[0, 0]
01839690-v	come	0.0	[0]
01842068-v	fly	0.0	[0]
01847864-a	away	0.0	[0]
01848718-v	go	-6.8	[0, 0, 0, -34.0, 0, -34.0, 0, 0, 0, 0]
01849221-v	come	1.3076923076923077	[0, 0, 0, 34.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01850315-v	move	0.0	[0, 0, 0, 0, 0, 0]
01858910-v	round	0.0	[0, 0, 0, 0, 0]
01861205-a	public	0.0	[0]
01862697-a	only	0.0	[0, 0, 0, 0]
01866812-a	vain	0.0	[0, 0]
01868370-v	writhe	-48.5	[-49.0, -48.0]
01870043-v	brush	0.0	[0]
01870100-a	professional	27.2	[34.0, 34.0, 34.0, 0, 34.0]
01871979-v	push	0.0	[0]
01873163-a	deep	-11.333333333333334	[0, 0, -34.0]
01875295-v	sway	0.0	[0]
01876261-a	modern	34.0	[34.0]
01876555-a	forward	17.0	[0, 34.0]
01881180-v	wander	0.0	[0, 0]
01884868-v	cock	0.0	[0]
01885845-v	crawl	0.0	[0, 0, 0]
01887576-v	glide	0.0	[0]
01888295-v	slip	-17.0	[0, -34.0]
01889610-v	shake	-34.0	[-34.0]
01890626-v	rattle	-34.0	[-34.0]
01904930-v	walk	0.0	[0, 0, 0, 0, 0, 0, 0]
01905653-a	pure	64.0	[64.0]
01907258-v	turn	0.0	[0, 0, 0, 0, 0, 0, 0]
01910373-v	start	-34.0	[-34.0]
01910373-v	startle	-34.0	[-34.0]
01911888-v	creep	-17.0	[0, -34.0]
01912159-v	get over	0.0	[0]
01912159-v	cross	0.0	[0, 0]
01912893-v	walk	0.0	[0, 0, 0]
01913997-v	cross	0.0	[0]
01915365-v	pass through	0.0	[0.0, 0.0, 0.0, 0, 0, 0]
01919428-a	silent	-34.0	[-34.0, -34.0, -34.0]
01919711-v	stride	0.0	[0.0, 0.0]
01921964-v	climb	0.0	[0]
01922763-a	quiet	11.333333333333334	[34.0, 0, 0]
01926311-v	run	0.0	[0, 0, 0, 0, 0]
01928838-v	step	0.0	[0, 0]
01930117-v	drive	0.0	[0, 0, 0, 0]
01930512-a	ready	27.2	[0, 34.0, 34.0, 34.0, 34.0]
01931517-a	in order	0.0	[0, 0]
01931768-v	guide	17.0	[34.0, 0]
01939553-v	drive	0.0	[0]
01951937-v	turn	0.0	[0, 0]
01961205-a	occasional	0.0	[0]
01963942-v	spring	0.0	[0, 0.0, 0.0, 0.0, 0.0]
01969150-a	annual	0.0	[0]
01971929-v	sink	-34.0	[-34.0, -34.0, -34.0]
01972298-v	fall	-17.0	[-34.0, 0]
01974062-v	raise	0.0	[0, 0]
01974062-v	bring up	0.0	[0]
01976957-n	crab	0.0	[0]
01977701-v	drop	0.0	[0.0]
01979901-v	land	0.0	[0]
01982395-v	take	0.0	[0]
01983264-v	rise	0.0	[0, 0, 0, 0]
01984317-v	fall	-34.0	[-34.0]
01984411-a	notorious	-64.0	[-64.0]
01984902-v	sit	0.0	[0, 0, 0, 0, 0, 0, 0]
01988886-v	sink	-34.0	[-34.0, -34.0]
01989053-v	cave in	-34.0	[-34.0]
01992114-v	heel	0.0	[0]
01993212-v	creep up	-34.0	[-34.0]
01994442-v	withdraw	-34.0	[-34.0]
01995211-v	draw	0.0	[0]
01995211-v	take out	0.0	[0]
01999798-v	take	0.0	[0, 0, 0]
01999798-v	lead	17.0	[34.0, 0]
02002720-v	drive away	-34.0	[-34.0]
02002720-v	dispel	-34.0	[-34.0]
02004874-v	return	3.4	[0, 0, 0, 0, 0, 0, 34.0, 0, 0, 0]
02005948-v	arrive	0.0	[0]
02005948-v	come	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02005948-v	get	0.0	[0, 0, 0]
02009433-v	leave	0.0	[0]
02014165-v	start	0.0	[0, 0]
02015598-v	go out	0.0	[0, 0]
02015598-v	leave	-8.5	[0, -34.0, 0, 0]
02016062-v	get off	0.0	[0]
02016523-v	enter	0.0	[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]
02016523-v	come in	0.0	[0, 0]
02016523-v	move into	0.0	[0]
02016523-v	go into	0.0	[0]
02018372-v	catch	0.0	[0]
02020590-v	reach	14.571428571428571	[0, 0, 0, 34.0, 34.0, 0, 34.0]
02021905-a	rich	32.666666666666664	[64.0, 0, 34.0]
02022162-v	get to	0.0	[0, 0]
02023107-v	meet	0.0	[0, 0, 0]
02023107-v	see	0.0	[0, 0, 0]
02029438-a	left	0.0	[0, 0]
02031986-a	right	0.0	[0]
02032730-a	right-hand	0.0	[0]
02032953-a	left	0.0	[0, 0, 0, 0]
02033323-a	left-hand	0.0	[0, 0]
02034511-v	avert	-34.0	[-34.0]
02035337-a	wrong	0.0	[0]
02035919-v	bend	0.0	[0]
02038357-v	lean	0.0	[0]
02039156-v	lean back	0.0	[0, 0, 0]
02039315-v	fall back	0.0	[0]
02039679-v	sink	0.0	[0.0, 0.0]
02040233-a	feeble	-34.0	[-34.0]
02040652-a	round	0.0	[0]
02045043-v	revolve	0.0	[0]
02050132-v	pass	17.0	[34.0, 34.0, 0, 0]
02050841-a	agricultural	0.0	[0.0, 0]
02051031-v	make	34.0	[34.0]
02051694-v	pass	0.0	[0, 0]
02054541-v	close	-34.0	[-34.0]
02056971-v	drive	0.0	[0]
02057656-v	drive	0.0	[0, 0]
02057829-a	safe	64.0	[64.0]
02058590-v	dawdle	-34.0	[-34.0]
02058794-a	dangerous	-64.0	[-64.0, -64.0, -64.0, -64.0, -64.0]
02058994-v	rush	0.0	[0.0, 0.0, 0, 0]
02058994-v	hasten	0.0	[0.0]
02061495-v	dart	-34.0	[-34.0]
02062632-v	bend	0.0	[0, 0, 0]
02062670-a	same	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
02068476-a	same	0.0	[0, 0]
02068946-a	very	0.0	[0, 0, 0, 0, 0]
02069355-a	other	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02069551-v	pour	0.0	[0]
02070188-a	another	0.0	[0, 0, 0, 0, 0]
02070188-n	another	0.0	[0, 0, 0]
02070887-a	opposite	0.0	[0]
02072849-v	pass	0.0	[0, 0]
02075321-a	mad	-64.0	[-64.0]
02075462-v	fly	0.0	[0, 0, 0, 0]
02077656-v	take	0.0	[0, 0, 0, 0]
02077656-v	bring	8.5	[0, 34.0, 0, 0]
02077656-v	convey	17.0	[34.0, 0, 34.0, 0]
02081946-v	protrude	-34.0	[-34.0]
02082081-a	right	64.0	[64.0]
02083806-v	rouse	34.0	[34.0]
02084071-n	dog	0.0	[0, 0]
02086458-v	remove	-34.0	[-34.0]
02089984-v	turn	0.0	[0]
02094569-v	thrust	-34.0	[-34.0]
02096382-a	unlocked	0.0	[0]
02097204-v	throw	-27.2	[-34.0, -34.0, -34.0, -34.0, 0]
02102840-v	wander	0.0	[0, 0]
02103162-v	draw	0.0	[0, 0, 0]
02108026-v	have	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
02108791-v	strike	0.0	[34.0, -34.0]
02108791-v	come to	34.0	[34.0]
02109190-v	suffer	-49.0	[-64.0, -34.0]
02110082-v	meet	0.0	[0, 0, 0, 0]
02111499-v	put	0.0	[0]
02118933-v	observe	0.0	[0]
02119213-a	grave	-64.0	[-64.0]
02119874-v	scratch	0.0	[0]
02121620-n	cat	0.0	[0, 0, 0]
02124748-v	smell	0.0	[0]
02125294-a	unrepaired	-34.0	[-34.0]
02127808-n	big cat	0.0	[0]
02128873-v	see	0.0	[0, 0]
02129289-v	see	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02129879-v	catch a glimpse	0.0	[0]
02130300-v	look at	0.0	[0, 0, 0, 0]
02130308-n	cheetah	0.0	[0, 0, 0, 0, 0, 0]
02130524-v	look	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
02131279-v	examine	21.25	[0, 0, 0, 34.0, 34.0, 34.0, 34.0, 34.0]
02131279-v	see	0.0	[0, 0, 0, 0, 0]
02132099-v	look back	0.0	[0]
02132745-v	stare	0.0	[0, 0, 0]
02132745-v	gaze	0.0	[0, 0, 0]
02133435-v	seem	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02133435-v	look	0.0	[0, 0, 0]
02134672-v	seem	0.0	[0, 0, 0, 0, 0]
02134672-v	appear	17.0	[0, 34.0]
02137132-v	show	6.8	[0, 34.0, 0, 0, 0]
02143283-v	reveal	64.0	[64.0]
02147109-v	cover	0.0	[0]
02152278-v	glance over	0.0	[0]
02153709-v	look	0.0	[0]
02154508-v	find	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
02154508-v	notice	34.0	[34.0, 34.0]
02154508-v	observe	17.0	[34.0, 0]
02154508-v	discover	34.0	[34.0]
02156532-n	claw	-34.0	[-34.0]
02156546-v	vanish	-34.0	[-34.0]
02159890-v	twinkle	34.0	[34.0]
02163307-a	large	0.0	[0]
02163746-v	sight	0.0	[0]
02165304-v	glance	0.0	[0, 0]
02165432-a	trivial	-34.0	[-34.0]
02169702-v	hear	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02169891-v	listen	0.0	[0, 0]
02171039-v	hear	0.0	[0, 0, 0]
02171664-v	whine	-34.0	[-34.0]
02174115-v	clang	-34.0	[-34.0]
02174662-v	boom out	0.0	[0]
02175384-v	crackle	-34.0	[-34.0]
02176268-v	sound	0.0	[0, 0]
02179518-v	sound	0.0	[0]
02183626-v	whistle	11.333333333333334	[0, 0, 34.0]
02185373-v	tap	0.0	[0]
02186338-a	one	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02186470-a	two	0.0	[0, 0, 0, 0, 0]
02186470-a	2	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02186580-a	3	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
02186665-a	4	0.0	[0, 0, 0, 0, 0, 0]
02186665-a	four	0.0	[0, 0]
02186750-a	five	0.0	[0, 0]
02186833-a	6	0.0	[0]
02186868-v	splash	-64.0	[-64.0]
02187073-a	8	0.0	[0]
02187073-a	eight	0.0	[0]
02187296-a	ten	0.0	[0]
02187510-v	boom	34.0	[34.0]
02193141-a	seventy	0.0	[0]
02193194-v	recognise	34.0	[34.0]
02193194-v	distinguish	17.0	[34.0, 0]
02198602-v	follow	0.0	[0]
02198752-a	1000	0.0	[0, 0, 0]
02202146-a	second	0.0	[0, 0, 0, 0]
02202307-a	third	0.0	[0, 0, 0, 0, 0]
02203362-v	have	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02203362-v	kindness	34.0	[34.0]
02204692-v	have	0.0	[0, 0, 0, 0, 0]
02208265-v	get	0.0	[0, 0]
02208537-v	hire	0.0	[0]
02208537-v	engage	34.0	[34.0]
02210119-v	have	0.0	[0, 0, 0, 0]
02213336-v	find	34.0	[34.0]
02213947-a	single	0.0	[0]
02214736-a	only	0.0	[0, 0, 0]
02218314-a	manifold	0.0	[0]
02222318-v	throw out	-34.0	[-34.0]
02227741-v	abandon	-64.0	[-64.0]
02227946-a	technical	0.0	[0]
02229055-v	bequeath	34.0	[34.0]
02229055-v	leave	0.0	[0]
02236124-v	accept	34.0	[34.0]
02238085-v	obtain	0.0	[0]
02247977-v	recover	22.666666666666668	[0, 34.0, 34.0]
02249766-a	alone	-34.0	[-34.0]
02251212-a	lonely	-34.0	[-34.0, -34.0]
02251743-v	pay	0.0	[0]
02257370-v	exchange	0.0	[0]
02263680-a	solid	0.0	[0]
02264521-a	deep-set	-17.0	[-34.0, 0]
02267308-a	some	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02267686-a	any	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02267686-a	whatever	0.0	[0, 0, 0]
02267686-n	any	0.0	[0, 0]
02267686-n	whatever	0.0	[0, 0]
02268133-a	both	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02268268-a	several	0.0	[0, 0, 0, 0, 0, 0, 0]
02268485-a	no	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02269039-a	none	-8.5	[-34.0, 0.0, 0, 0]
02269286-a	all	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02269286-n	all	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02269635-a	each	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02269794-a	every	1.7	[0, 0, 0, 0, 0, 0, 0, 0, 0, 34.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02270186-a	every	0.0	[0]
02275209-a	sound	64.0	[64.0]
02275365-v	claim	17.0	[34.0, 0]
02275412-a	solid	0.0	[0]
02287789-v	lose	-34.0	[-34.0, -34.0]
02295550-v	share	0.0	[0]
02297948-v	offer	17.0	[34.0, 0]
02314275-v	deprive	-64.0	[-64.0]
02316820-a	snakish	-64.0	[-64.0]
02316868-v	give	32.666666666666664	[34.0, 64.0, 0]
02321009-a	strong	17.0	[0, 34.0]
02322512-a	hard	-64.0	[-64.0]
02327200-v	furnish	34.0	[34.0]
02331046-n	rat	0.0	[0]
02333976-a	disappointed	-64.0	[-64.0]
02335828-a	sufficient	34.0	[34.0]
02336109-a	enough	0.0	[0, 0, 0, 0, 0]
02336449-a	insufficient	-34.0	[-34.0]
02336483-v	furnish	0.0	[0]
02336904-a	short	-34.0	[-34.0]
02343110-a	excellent	71.75	[64.0, 64.0, 64.0, 95.0]
02344381-v	reward	64.0	[64.0]
02349945-v	defray	-34.0	[-34.0]
02353211-a	wild	-34.0	[-34.0]
02355596-v	have	0.0	[0]
02356230-v	leave	0.0	[0, 0, 0]
02358034-v	open	0.0	[0, 0]
02359340-v	get	0.0	[0, 0]
02370131-v	use	0.0	[0, 0, 0]
02372605-v	go	0.0	[0]
02374924-v	dare	0.0	[0.0]
02375131-v	engage	0.0	[0]
02378453-v	have	0.0	[0, 0]
02378950-v	recoil	-64.0	[-64.0]
02380009-v	retire	-34.0	[-34.0]
02385102-a	tall	0.0	[0, 0, 0]
02386125-a	long	0.0	[0, 0]
02386612-a	little	0.0	[0, 0, 0]
02386962-a	squat	-34.0	[-34.0]
02406585-v	succeed	34.0	[34.0]
02406916-v	drive	0.0	[0]
02410393-a	thick	0.0	[0, 0]
02410855-v	work	0.0	[0]
02412164-a	thin	0.0	[0]
02416390-a	dense	-34.0	[-34.0]
02418686-v	play	34.0	[34.0]
02422068-a	wasteful	-64.0	[-64.0]
02423183-v	allow	34.0	[34.0]
02426042-a	ill-trimmed	-34.0	[-34.0]
02427103-v	establish	34.0	[34.0]
02430191-v	ally	34.0	[34.0]
02432428-a	weary	-64.0	[-64.0, -64.0, -64.0]
02433000-a	drawn	-64.0	[-64.0]
02433000-a	haggard	-54.0	[-64.0, -64.0, -34.0]
02440250-n	hand	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02441215-a	side	0.0	[0]
02445925-v	be	0.0	[0]
02449952-a	deadly	-95.0	[-95.0]
02450505-v	prevent	-22.666666666666668	[-34.0, -34.0, 0]
02452885-v	prevent	34.0	[34.0]
02453321-v	avert	34.0	[34.0]
02456157-a	nervous	-41.5	[-34.0, -64.0, -34.0, -34.0]
02460502-a	true	34.0	[34.0, 34.0]
02486248-a	down	0.0	[0, 0, 0]
02486410-n	baboon	0.0	[0, 0, 0, 0]
02488056-v	pay	0.0	[0.0, 0.0]
02488304-v	see	0.0	[0, 0, 0]
02488834-v	marry	34.0	[34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0]
02491961-a	down	0.0	[0, 0, 0]
02501367-a	invaluable	64.0	[64.0]
02506555-a	varied	0.0	[0]
02510879-a	violent	-64.0	[-64.0, -64.0, -64.0]
02511528-a	ferocious	-54.0	[-54.0]
02513740-a	wicked	-64.0	[-64.0]
02515341-a	visible	0.0	[0]
02518839-v	walk	0.0	[0]
02523221-v	do	0.0	[0]
02526811-v	come to	0.0	[0, 0]
02528380-v	go wrong	-64.0	[-64.0]
02530936-v	grope	-64.0	[-64.0]
02531199-v	endeavour	34.0	[34.0]
02531625-v	test	0.0	[0]
02535716-v	break	-34.0	[-34.0]
02536557-v	work	0.0	[0]
02538086-v	bind	0.0	[0.0]
02539101-v	meddle	-34.0	[-34.0]
02541921-v	represent	0.0	[0, 0]
02546075-v	honour	64.0	[64.0]
02547586-v	help	37.25	[64.0, 64.0, 0, 34.0, 34.0, 34.0, 34.0, 34.0]
02548820-a	moist	0.0	[0]
02549581-v	attend	0.0	[0]
02553697-v	train	34.0	[34.0]
02560548-a	broad	0.0	[0, 0, 0]
02560548-a	wide	0.0	[0]
02560585-v	do	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
02561888-a	narrow	-18.666666666666668	[-22.0, -34.0, 0]
02561995-v	do	6.8	[0, 0, 0, 34.0, 0]
02565583-a	happy	64.0	[64.0]
02570282-a	foolish	-34.0	[-34.0]
02570643-a	absurd	-46.0	[-34.0, -34.0, -34.0, -64.0, -64.0]
02570684-v	break	-34.0	[-34.0]
02576489-a	wooden	0.0	[0, 0, 0, 0, 0, 0]
02582615-v	perpetrate	-34.0	[-34.0]
02582921-v	make	0.0	[0]
02584203-a	worm-eaten	-34.0	[-34.0]
02587532-v	manage	34.0	[34.0]
02596113-v	meet	0.0	[0]
02599636-v	take	0.0	[0, 0, 0.0]
02603699-v	be	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02604760-v	be	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02604913-a	ancestral	0.0	[0]
02607830-v	stretch	17.0	[34.0, 0]
02609764-v	end	0.0	[0.0]
02613672-v	miss	-34.0	[-34.0]
02614387-v	live	0.0	[0.0, 0.0]
02616386-v	be	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02620587-v	be	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02620587-v	make up	0.0	[0, 0]
02623529-v	become	0.0	[0, 0, 0]
02624263-v	spring up	0.0	[0.0]
02624263-v	rise	34.0	[34.0]
02626604-v	become	0.0	[0, 0, 0, 0, 0, 0]
02626604-v	turn	0.0	[0, 0]
02627934-v	need	0.0	[0, 0, 0, 0]
02629793-v	encompass	0.0	[0]
02630189-v	have	0.0	[0, 0]
02633881-v	prove	13.6	[0, 34.0, 0, 0, 34.0]
02633881-v	turn out	0.0	[0]
02637202-v	stay	0.0	[0, 0]
02637592-v	remain	0.0	[0]
02637938-v	wait	0.0	[0, 0, 0, 0]
02641035-v	pause	0.0	[0]
02641463-v	wait	0.0	[0, 0]
02646064-v	weigh	0.0	[0]
02648639-v	reside	0.0	[0, 0]
02648639-v	occupy	34.0	[34.0]
02649042-v	fill	0.0	[0.0]
02649830-v	live	-0.3333333333333333	[0, -2.0, 0, 0, 0, 0]
02649830-v	inhabit	0.0	[0, 0]
02652016-v	keep	17.0	[0, 34.0]
02653381-v	lie	0.0	[0]
02653381-v	lie in	0.0	[0]
02653996-v	encamp	0.0	[0]
02655135-v	be	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02664234-v	depend	0.0	[0, 0]
02664769-v	be	0.0	[0, 0, 0, 0]
02669789-v	answer	34.0	[34.0]
02671880-v	satisfy	64.0	[64.0, 64.0]
02676054-v	concern	10.0	[0, 20.0]
02678438-v	interest	34.0	[34.0]
02680814-v	stop	-34.0	[-34.0]
02680814-v	cease	-34.0	[-34.0]
02681795-v	keep	0.0	[0]
02684924-v	continue	0.0	[0]
02684924-v	go on	0.0	[0]
02685390-v	span	0.0	[0]
02685951-v	run	0.0	[0, 0]
02685951-v	go	0.0	[0]
02686471-v	lead	0.0	[0, 0]
02686471-v	go	0.0	[0, 0]
02687916-v	extend	34.0	[34.0]
02692624-a	chemical	0.0	[0, 0, 0]
02696129-v	command	34.0	[34.0]
02696801-v	rear	-36.0	[-36.0]
02696961-v	loom	-34.0	[-34.0]
02697120-v	threaten	-64.0	[-64.0, -64.0, -64.0]
02697725-v	be	0.0	[0]
02702120-v	stand	64.0	[64.0]
02702830-v	suit	0.0	[0]
02703952-v	approach	0.0	[0]
02708420-v	spend	8.5	[0, 0, 34.0, 0]
02711987-v	depend upon	0.0	[0, 0, 0]
02713372-v	jut out	0.0	[0.0]
02713594-n	wing	0.0	[0, 0, 0, 0, 0, 0, 0]
02716165-v	come with	0.0	[0, 0, 0]
02716767-v	accompany	34.0	[34.0]
02717472-v	swing	0.0	[0]
02718750-v	gape	-34.0	[-34.0, -34.0]
02719399-v	tend	0.0	[0, 0]
02719930-v	belong	0.0	[0]
02719930-v	belong to	0.0	[0.0]
02722663-v	present	0.0	[0, 0]
02722782-v	press	-34.0	[-34.0, -34.0]
02723951-v	date from	0.0	[0]
02726305-n	apartment	0.0	[0, 0]
02727016-n	aperture	0.0	[0]
02728440-n	clothes	0.0	[0]
02729023-v	head	34.0	[34.0]
02729414-v	leave	0.0	[0, 0, 0]
02730135-v	leave	0.0	[0]
02731024-v	remain	0.0	[0, 0]
02733673-v	go far	0.0	[0]
02734488-v	stand	0.0	[0, 0, 0, 0]
02738535-n	armchair	0.0	[0, 0]
02739861-v	mingle	0.0	[0.0]
02740552-v	promise	64.0	[64.0, 64.0]
02743921-v	come	0.0	[0, 0]
02744651-v	open	8.5	[34.0, 0, 0, 0]
02744820-v	be	0.0	[0]
02745882-v	seem	0.0	[0, 0]
02749904-v	be	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02749904-v	cause	-34.0	[-34.0]
02756346-a	local	0.0	[0, 0]
02759614-v	light	34.0	[34.0, 34.0, 34.0, 34.0, 34.0, 34.0]
02760116-a	medical	0.0	[0, 0]
02761897-v	extinguish	-34.0	[-34.0]
02763472-n	avenue	0.0	[0]
02763740-v	shine	34.0	[34.0]
02769241-v	blow	0.0	[0]
02784218-n	band	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
02788689-n	bar	0.0	[0, 0, 0]
02818832-n	bed	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02821627-n	bedroom	0.0	[0, 0, 0, 0, 0, 0]
02821627-n	chamber	0.0	[0, 0, 0, 0, 0]
02822220-n	counterpane	0.0	[0]
02824448-n	bell	0.0	[0, 0, 0, 0, 0]
02824448-n	bell-	0.0	[0]
02826459-n	bell-pull	0.0	[0, 0, 0]
02826459-n	bell-rope	0.0	[0]
02839505-a	professional	0.0	[0]
02851099-n	blind	0.0	[0]
02853016-n	block	0.0	[0, 0]
02856463-n	board	0.0	[0, 0, 0]
02913152-n	building	0.0	[0, 0, 0, 0, 0]
02928347-a	indian	0.0	[0, 0]
02930766-n	cab	0.0	[0, 0, 0, 0]
02931826-a	nocturnal	0.0	[0]
02948072-n	candle	0.0	[0, 0, 0]
02949202-n	cane	0.0	[0, 0, 0, 0]
02949202-n	home	0.0	[0]
02990373-n	ceiling	0.0	[0, 0]
03001627-n	chair	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03003730-n	chamber	0.0	[0, 0]
03015254-n	chest	0.0	[0]
