!03511426-n	heelless	0.0	[0]
01789270-v	pique	-34.0	[-34.0]
01789514-v	plague	-64.0	[-64.0]
01790739-v	flurry	-34.0	[-34.0]
01793812-a	simple	0.0	[0, 0]
01794668-v	suffer	-64.0	[-64.0]
01798162-a	chance	0.0	[0]
01801600-a	unpleasant	-34.0	[-34.0, -34.0, -34.0, -34.0]
01802165-a	acrid	-34.0	[-34.0]
01802932-a	grim	-64.0	[-64.0, -64.0]
01807799-a	charming	44.666666666666664	[34.0, 34.0, 66.0]
01807882-v	appeal	34.0	[34.0]
01807964-a	delightful	-34.0	[-34.0]
01809321-v	overtake	-7.5	[0, -15.0]
01812720-v	exalt	0.0	[0, 0, 0]
01815838-a	popular	17.0	[0, 34.0]
01824244-a	strong	0.0	[0]
01826979-a	strong	0.0	[0]
01827232-v	covet	0.0	[0]
01827535-a	powerless	-34.0	[-34.0]
01834304-a	practical	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0.0]
01835496-v	move	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01836025-a	unimaginative	-34.0	[-34.0]
01836350-a	unpractical	-34.0	[-34.0]
01837182-a	romantic	-34.0	[-34.0]
01837744-a	precise	0.0	[0, 0, 0.0]
01843497-v	repair	0.0	[0]
01847672-a	absent	-6.875	[0, 0, 0, -27.5]
01849170-a	quiet	0.0	[0]
01858094-a	private	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0.0]
01860795-v	halt	0.0	[0, 0, 0, 0]
01860795-v	stop	-2.2666666666666666	[0, 0, 0, 0, 0, 0, 0, 0, -34.0, 0, 0, 0, 0, 0.0, 0]
01868724-a	professional	0.0	[0]
01873530-v	push up	0.0	[0]
01875295-v	shake	0.0	[0]
01885430-v	boil	-24.5	[-34.0, -15.0]
01887076-a	protective	0.0	[0]
01887896-n	calf	0.0	[0]
01888295-v	steal	0.0	[0, 0.0, 0]
01889129-v	quiver	0.0	[0, 0.0, 0.0, 0.0]
01890988-a	dignified	64.0	[64.0]
01893303-a	broken	-64.0	[-64.0]
01898459-n	hackle	0.0	[0]
01898490-a	circumspect	0.0	[0]
01898722-a	wise	63.0	[64.0, 34.0, 91.0]
01899557-v	dig	0.0	[0]
01899708-v	dart	0.0	[0]
01900349-a	punctual	0.0	[0]
01904182-n	shell	0.0	[0]
01911683-a	trained	0.0	[0, 0]
01917123-v	slink	0.0	[0]
01917980-v	stroll	0.0	[0, 0]
01917980-v	saunter	0.0	[0]
01925694-v	drift	0.0	[0]
01929254-v	pace	0.0	[0, 0, 0, 0, 0, 0, 0]
01940403-v	fly	0.0	[0, 0]
01940651-a	hardheaded	0.0	[0]
01942279-a	chimerical	0.0	[0]
01951480-v	send	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01968352-a	nightly	0.0	[0]
01970826-v	fall	0.0	[0, 0, 0, 0, 0]
01973125-v	take down	0.0	[0, 0]
01973759-v	raise	0.0	[0]
01976384-v	dabble	0.0	[0]
01982957-a	esteemed	64.0	[64.0]
01983162-a	respectable	27.2	[34.0, 34.0, 0, 34.0, 34.0]
01990653-a	steady	0.0	[0]
01991931-v	follow	0.0	[0, 0, 0]
01992503-v	advance	0.0	[0]
01993940-a	respectful	0.0	[0]
01995549-v	proceed	0.0	[0, 0]
01999798-v	show	0.0	[0, 0, 0]
02001461-v	shadow	-4.857142857142857	[0, 0, 0, 0.0, 0, 0, -34.0]
02008396-v	depart	0.0	[0, 0, 0]
02009433-v	go forth	0.0	[0]
02016523-v	go in	0.0	[0, 0.0, 0]
02016523-v	get into	0.0	[0, 0, 0]
02018649-a	prosaic	-34.0	[-34.0]
02021653-v	find	0.0	[0, 0, 0, 0.0, 0, 0]
02022659-v	miss	0.0	[0, 0, 0]
02022804-v	meet	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
02023107-v	run up	0.0	[0]
02024411-a	poor	-34.0	[-34.0]
02027147-a	rimmed	0.0	[0]
02040233-a	infirm	-34.0	[-34.0]
02041807-a	bulbous	0.0	[0]
02048891-v	twirl	0.0	[0]
02049190-v	coil	0.0	[0]
02051694-v	go past	0.0	[0]
02054926-a	profane	-64.0	[-64.0]
02055649-v	hurry	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0]
02058794-a	unsafe	-34.0	[-34.0]
02059626-a	desperate	-56.5	[-64.0, -34.0, -64.0, -64.0]
02059811-a	wild	0.0	[0]
02061069-v	shrink	0.0	[0, 0]
02061495-v	dash	-10.0	[0, 0, -20.0, -20.0, -20.0, 0]
02065958-a	contrary	-4.428571428571429	[0, 0, 0, 0.0, 0, -31.0, 0]
02070491-a	new	0.0	[0, 0, 0, 0, 0.0]
02071142-v	drip	0.0	[0, 0.0, 0]
02074677-v	escape	0.0	[0, 0, 0, 0, 0]
02075049-v	run	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0]
02075847-a	crazed	-34.0	[-34.0, -34.0]
02078294-v	return	0.0	[0]
02078294-v	bring back	0.0	[0, 0]
02079679-v	whisk	0.0	[0]
02081114-a	fine	39.75	[34.0, 45.5]
02081578-v	leave behind	0.0	[0, 0, 0, 0, 0, 0.0, 0]
02081946-v	start	0.0	[0]
02084804-a	scientific	0.0	[0, 0, 0]
02087551-n	hound	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0]
02087745-v	swing	0.0	[0, 0]
02090435-v	turn	0.0	[0]
02092468-n	terrier	0.0	[0, 0]
02096047-v	shoot	0.0	[0, 0, 0, 0, 0.0]
02099774-a	senior	0.0	[0]
02100031-a	elder	0.0	[0]
02101108-n	spaniel	0.0	[0, 0, 0, 0, 0]
02104523-n	sheep-dog	0.0	[0, 0, 0]
02106506-v	perceive	0.0	[0, 0, 0, 0]
02108254-n	mastiff	0.0	[0, 0, 0]
02109045-v	take	0.0	[0, 0, 0]
02118379-a	serious	0.0	[0, 0.0]
02118476-v	mark	0.0	[0]
02122715-a	mischievous	-20.833333333333332	[-34.0, -28.5, 0.0]
02128873-v	find	0.0	[0, 0, 0]
02129259-a	settled	0.0	[0]
02131777-v	have a look	0.0	[0, 0]
02132420-v	look around	0.0	[0]
02132420-v	look round	0.0	[0, 0, 0, 0]
02139544-v	show	0.0	[0]
02146790-v	conceal	0.0	[0, 0.0, 0]
02151966-v	look out	0.0	[0, 0.0, 0.0]
02152473-a	mutual	0.0	[0, 0]
02159955-n	insect	0.0	[0, 0]
02161758-v	blur	0.0	[0, 0]
02166361-v	overlook	-34.0	[-34.0]
02167435-v	look after	0.0	[0, 0, 0, 0, 0]
02175958-v	vibrate	0.0	[0]
02181432-a	fulsome	-64.0	[-64.0]
02182862-a	singular	0.0	[0]
02186580-a	three	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02186833-a	six	0.0	[0, 0, 0, 0, 0, 0, 0]
02186970-a	seven	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
02187161-a	nine	0.0	[0, 0, 0, 0, 0, 0, 0]
02187465-a	twelve	0.0	[0, 0, 0]
02187606-a	thirteen	0.0	[0]
02187699-a	fourteen	0.0	[0, 0, 0]
02188317-a	twenty	0.0	[0, 0, 0, 0, 0, 0, 0]
02188620-a	twenty-three	0.0	[0, 0, 0, 0, 0]
02189306-a	thirty	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02190278-a	forty	0.0	[0, 0, 0, 0]
02191232-a	fifty	0.0	[0, 0, 0, 0]
02193194-v	discern	0.0	[0, 0, 0.0]
02196107-a	hundred	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
02197091-v	lose	-10.0	[0, -20.0]
02198234-v	seem	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02198302-a	two hundred	0.0	[0, 0]
02198631-a	five hundred	0.0	[0, 0, 0]
02198752-a	thousand	0.0	[0, 0, 0, 0]
02199005-a	hundred thousand	0.0	[0]
02199177-a	million	0.0	[0]
02202443-a	fourth	0.0	[0, 0, 0]
02202443-a	4th	0.0	[0]
02203362-v	hold	0.0	[0, 0]
02204363-a	eighteenth	0.0	[0]
02206014-v	come into	0.0	[0, 0]
02207206-v	buy	0.0	[0, 0, 0, 0, 0, 0, 0]
02213690-v	withhold	0.0	[0, 0.0, 0, 0, 0]
02215087-a	singular	0.0	[0, 0]
02224055-v	remove	0.0	[0, 0]
02228031-v	abandon	-29.333333333333332	[-34.0, -34.0, -20.0]
02229055-v	will	0.0	[0]
02229324-a	clumsy	-34.0	[-34.0, -34.0]
02229584-a	rough	-17.0	[0, -34.0]
02230990-a	coarse	0.0	[0]
02232251-a	fine	0.0	[0]
02251212-a	alone	0.0	[0, 0.0, 0.0]
02256109-v	value	34.0	[34.0, 34.0, 34.0, 34.0]
02267308-a	several	0.0	[0, 0, 0, 0, 0, 0]
02267989-v	take	0.0	[0, 0, 0, 0, 0, 0]
02269286-a	every	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0]
02269635-n	each	0.0	[0, 0, 0]
02276866-v	sneak	0.0	[0]
02278830-v	profit	0.0	[0]
02279772-v	take advantage	25.5	[0, 34.0, 34.0, 34.0]
02280132-v	keep up	0.0	[0]
02285629-v	find	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02286687-v	come upon	0.0	[0, 0, 0]
02287618-v	lose	0.0	[0, 0, 0]
02288295-v	win	0.0	[0]
02289295-v	make	0.0	[0, 0]
02290196-v	earn	17.0	[0, 34.0]
02290461-v	gain	11.333333333333334	[0, 0, 34.0]
02290461-v	profit	17.0	[34.0, 0]
02293321-v	render	0.0	[0]
02302220-v	hold	0.0	[0]
02310007-v	return	0.0	[0]
02315525-v	inherit	0.0	[0]
02321757-v	steal	-33.0	[0, 0, -34.0, 0, -34.0, -64.0, -61.0, -71.0]
02331262-a	successful	46.857142857142854	[64.0, 34.0, 34.0, 34.0, 34.0, 64.0, 64.0]
02339120-a	high	24.75	[0, 0, 34.0, 65.0]
02339171-v	give	0.0	[0, 0, 0, 0, 0, 0, 0.0]
02340458-a	humble	0.0	[0, 0]
02343110-a	splendid	79.5	[64.0, 95.0]
02346557-a	common	0.0	[0]
02349212-v	commit	1.0	[0, 2.0]
02349212-v	confide	0.0	[0, 0]
02357072-v	return	0.0	[0]
02359464-a	surprising	0.0	[0, 0, 0]
02370650-v	play	0.0	[0, 0, 0]
02373336-v	venture	0.0	[0, 0, 0.0]
02377480-n	mare	0.0	[0, 0, 0, 0]
02379753-v	retire	-13.333333333333334	[0, -20.0, -20.0]
02383440-v	leave	0.0	[0, 0, 0, 0.0, 0, 0]
02385102-a	high	0.0	[0, 0]
02385153-v	fall	0.0	[0]
02387486-v	educate	0.0	[0]
02390335-a	wild	0.0	[0, 0, 0, 0]
02390724-a	mad	-25.166666666666668	[0, -50.333333333333336]
02392762-v	place	0.0	[0, 0, 0]
02406916-v	push	0.0	[0, 0]
02418692-a	inconceivable	-11.333333333333334	[0, 0, -34.0]
02421374-v	unkennel	0.0	[0]
02425749-a	slovenly	-34.0	[-34.0, -34.0]
02428610-a	bushy	0.0	[0]
02435671-a	intolerable	-49.0	[-64.0, -34.0]
02437340-v	dispose of	0.0	[0]
02439732-v	guide	0.0	[0, 0]
02448040-a	weather-beaten	0.0	[0]
02450512-a	poisonous	-34.0	[-34.0]
02451113-v	keep away	0.0	[0, 0, 0]
02455407-v	watch	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
02461723-a	false	-12.4	[0, 0, 0.0, 0.0, -62.0]
02464277-a	suspicious	-34.0	[-34.0, -34.0]
02464693-a	trusty	34.0	[34.0, 34.0]
02468635-a	typical	0.0	[0]
02472987-n	man	0.0	[0, 0, 0]
02472987-n	human beings	0.0	[0]
02477755-v	call off	0.0	[0, 0, 0]
02486932-v	meet	0.0	[0, 0, 0, 0, 0]
02487573-v	visit	0.0	[0, 0]
02488641-v	drop into	0.0	[0]
02497141-a	useless	-36.666666666666664	[-64.0, -34.0, -20.0, -34.0, -34.0, -34.0]
02499301-a	logical	0.0	[0]
02499511-a	sound	0.0	[0]
02499629-v	punish	-32.0	[-64.0, 0]
02506546-v	compel	-26.0	[0, -34.0, -20.0, -34.0, -34.0, -34.0]
02507736-v	trouble	-24.285714285714285	[-34.0, 0, 0, -34.0, -34.0, -34.0, -34.0]
02515993-a	in sight	0.0	[0]
02528380-v	miscarry	0.0	[0]
02529284-v	neglect	-34.0	[-34.0]
02530167-v	attempt	0.0	[0, 0, 0.0, 0, 0, 0, 0]
02533282-v	check	0.0	[0, 0.0]
02542795-v	obey	22.666666666666668	[0, 34.0, 34.0]
02547317-a	wet	0.0	[0, 0, 0, 0.0, 0.0, 0]
02547586-v	assist	25.5	[0, 34.0, 34.0, 34.0]
02547586-v	aid	27.2	[0, 34.0, 34.0, 34.0, 34.0]
02548066-a	miry	0.0	[0]
02548820-a	damp	0.0	[0, 0, 0]
02550333-a	showery	0.0	[0]
02551380-a	dry	-5.75	[0, 0, 0.0, -23.0]
02552449-v	restore	0.0	[0, 0]
02554922-v	encourage	34.0	[34.0, 34.0]
02556817-v	endorse	0.0	[0]
02568672-v	practise	0.0	[0]
02569130-a	wise	45.0	[34.0, 34.0, 67.0]
02569630-v	take on	0.0	[0]
02578872-v	keep	0.0	[0, 0, 0, 0]
02582163-a	frayed	-34.0	[-34.0, -34.0]
02584915-n	antenna	0.0	[0]
02586121-v	sway	0.0	[0]
02586206-a	worth	0.0	[0, 0, 0, 0, 0]
02590072-v	fall back	0.0	[0]
02594102-v	chance	0.0	[0, 0, 0, 0, 0]
02598765-v	join	0.0	[0, 0.0, 0, 0]
02599528-v	fail	-34.0	[-34.0, -34.0, -34.0]
02607830-v	stretch along	0.0	[0]
02611373-v	stand	0.0	[0, 0, 0, 0, 0, 0]
02612234-v	run	0.0	[0, 0]
02620213-v	fall	0.0	[0]
02621853-v	divide	0.0	[0, 0.0]
02623906-v	take shape	0.0	[0, 0]
02625339-v	come	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02627934-v	demand	0.0	[0]
02629111-v	cry for	0.0	[0]
02635189-v	mean	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
02635189-v	entail	0.0	[0]
02639075-v	loiter	-16.0	[0, -32.0]
02640440-v	hesitate	-32.5	[-22.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0]
02640906-v	hover	0.0	[0]
02642814-v	postpone	0.0	[0]
02648110-v	run for	0.0	[0]
02650552-v	reside	0.0	[0]
02656390-v	shelter	0.0	[0, 0.0]
02657219-v	correspond	0.0	[0, 0, 0]
02657219-v	fit	0.0	[0, 0, 0.0]
02661446-a	benevolent	34.0	[34.0]
02663340-v	bear out	0.0	[0]
02669081-v	exceed	0.0	[0]
02669789-v	do	7.714285714285714	[0, 34.0, 0, 0, 20.0, 0, 0]
02671613-v	act as	0.0	[0, 0, 0]
02673965-v	excel	64.0	[64.0]
02677097-v	involve	0.0	[0, 0]
02677567-v	involve	0.0	[0, 0.0]
02678438-v	concern	0.0	[0]
02685951-v	extend	0.0	[0, 0]
02697435-v	overhang	0.0	[0]
02697759-n	alley	0.0	[0, 0, 0, 0, 0, 0]
02703018-v	stand	0.0	[0]
02703539-v	run along	0.0	[0, 0]
02713372-v	shoot	0.0	[0, 0]
02715513-n	hall	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
02716165-v	go with	0.0	[0, 0, 0, 0, 0, 0]
02717102-v	carry	0.0	[0, 0, 0, 0, 0, 0]
02718309-v	share	0.0	[0, 0, 0, 0]
02720544-v	follow	0.0	[0]
02721284-v	go	0.0	[0, 0, 0, 0]
02723232-v	escape	-34.0	[-34.0]
02723564-v	had better	0.0	[0, 0]
02726044-v	forbear	0.0	[0]
02727462-v	stay	0.0	[0, 0, 0]
02730813-v	run	0.0	[0]
02731390-v	lie	0.0	[0, 0, 0, 0.0, 0]
02737187-v	come	0.0	[0, 0]
02738535-n	arm-chair	0.0	[0, 0, 0, 0, 0, 0]
02740745-v	have	0.0	[0, 0, 0, 0, 0, 0]
02742844-a	home	0.0	[0, 0]
02743547-n	art	0.0	[0, 0]
02745486-v	allow	0.0	[0, 0]
02756558-v	rain	0.0	[0, 0]
02765924-v	shine	0.0	[0, 0, 0, 0, 0, 0]
02766390-v	sparkle	0.0	[0]
02771756-v	run dry	0.0	[0]
02774630-n	luggage	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02793273-a	scientific	0.0	[0, 0, 0]
02805966-a	supra-orbital	0.0	[0, 0]
02843717-a	cardiac	0.0	[0]
02848216-n	blade	0.0	[0, 0, 0, 0]
02872752-n	boot	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02876657-n	bottle	0.0	[0, 0, 0, 0, 0, 0]
02877704-a	facial	0.0	[0, 0]
02878147-a	maxillary	0.0	[0]
02883344-n	box	0.0	[0, 0, 0, 0, 0, 0]
02888968-a	surgical	0.0	[0]
02894337-n	breakfast table	0.0	[0]
02894337-n	breakfast-table	0.0	[0]
02895328-n	breast-pocket	0.0	[0]
02896222-a	parietal	0.0	[0]
02900160-n	bridle	0.0	[0]
02907175-a	anthropological	0.0	[0]
02928926-a	South African	0.0	[0, 0]
02931013-n	cab	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02942577-n	cameo	0.0	[0]
02957469-a	german	0.0	[0, 0, 0]
02960507-a	belgian	0.0	[0]
02979662-n	cast	0.0	[0]
02990954-a	comparative	0.0	[0, 0]
03030663-n	cigarette	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0.0]
03039618-n	clay pipe	0.0	[0, 0]
03047690-n	clog	0.0	[0]
03063689-n	coffee-pot	0.0	[0]
03099771-n	convex lens	0.0	[0]
03145843-n	cuff	0.0	[0, 0, 0]
03169390-n	ornament	17.0	[34.0, 0]
03200539-n	dining-hall	0.0	[0]
03211789-n	shop window	0.0	[0]
03223686-n	doorstep	0.0	[0]
03259505-n	dwelling	0.0	[0, 0]
03263076-n	eaves	0.0	[0, 0]
03291819-n	envelope	0.0	[0, 0, 0]
03303965-n	exit	0.0	[0, 0, 0]
03322836-n	farmhouse	0.0	[0, 0]
03329536-n	ferrule	0.0	[0]
03354613-n	fixture	0.0	[0, 0]
03355768-n	flagon	0.0	[0]
03359566-n	flask	0.0	[0, 0, 0]
03412058-n	picture gallery	0.0	[0]
03412058-n	gallery	0.0	[0]
03430418-n	summer-house	0.0	[0, 0]
03436656-n	gig	0.0	[0]
03479952-n	hall	0.0	[0, 0, 0, 0, 0]
03492087-n	hansom cab	0.0	[0, 0]
03501288-n	head	0.0	[0]
03504723-n	headquarters	0.0	[0]
03507458-n	hearth-rug	0.0	[0]
03526198-n	hole	0.0	[0]
03540595-n	hospital	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
03542333-n	hotel	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03562262-n	forgery	-17.0	[-34.0, 0]
03564667-n	import	0.0	[0]
03571625-n	ink-bottle	0.0	[0]
03610270-n	souvenir	0.0	[0]
03610992-n	kerchief	0.0	[0]
03640988-n	lantern	0.0	[0, 0, 0, 0, 0, 0]
03718458-n	manor	0.0	[0]
03720163-n	map	0.0	[0, 0]
03800563-n	museum	0.0	[0, 0]
03836062-n	nursery	0.0	[0]
03841666-n	office	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03876519-n	picture	0.0	[0, 0, 0]
03906997-n	pen	0.0	[0, 0, 0, 0, 0, 0]
03932203-n	piece	0.0	[0, 0, 0, 0]
03990474-n	pot	0.0	[0]
04005630-n	prison	0.0	[0, 0]
04061969-n	recess	0.0	[0, 0, 0]
04101232-n	roll	0.0	[0, 0]
04123740-n	saddle	0.0	[0]
04148054-n	scissors-	0.0	[0, 0]
04148054-n	scissors	0.0	[0, 0]
04148054-n	pair of scissors	0.0	[0]
04164989-n	section	0.0	[0]
04196677-n	shipping office	0.0	[0]
04197391-n	shirt	0.0	[0, 0, 0, 0]
04272054-n	glasses	0.0	[0, 0, 0]
04272054-n	spectacles	0.0	[0]
04317420-n	stick	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04334599-n	street	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04400499-n	telegraph	0.0	[0]
04424418-n	thing	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04442831-n	tobacco	-7.555555555555555	[0, 0, 0, 0, 0, 0, 0, -34.0, -34.0]
04475309-n	trap-door	0.0	[0, 0.0]
04479155-n	trencher	0.0	[0]
04486445-n	trifle	0.0	[0, 0]
04486445-n	trifle-	0.0	[0]
04489008-n	trouser	0.0	[0, 0, 0, 0, 0, 0, 0]
04502502-n	tweed	0.0	[0, 0, 0, 0]
04536866-n	violin	0.0	[0, 0]
04544979-n	walk	0.0	[0, 0]
04555700-n	waste-paper basket	0.0	[0]
04555897-n	watch	0.0	[0, 0, 0]
04582625-n	wicket-gate	0.0	[0, 0, 0, 0]
04588365-n	window	0.0	[0, 0]
04622932-n	seclusion	0.0	[0]
04640356-n	good will	17.0	[0, 34.0]
04640538-n	patience	38.4375	[20.0, 34.0, 34.0, 65.75]
04642258-n	temper	-64.0	[-64.0]
04643099-n	asperity	-22.555555555555554	[0, -33.666666666666664, -34.0]
04654652-n	amiability	34.0	[34.0]
04673965-n	appearance	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0]
04674968-n	colour	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
04676064-n	mark	0.0	[0, 0, 0, 0]
04682462-n	patch	0.0	[0, 0, 0, 0, 0]
04720536-n	publicity	0.0	[0]
04723816-n	quality	0.0	[0, 0, 0]
04726724-n	nature	0.0	[0, 0, 0, 0, 0, 0, 0]
04748836-n	difference	0.0	[0, 0, 0, 0, 0]
04756172-n	probability	0.0	[0, 0, 0]
04756504-n	odds	0.0	[0, 0]
04770911-n	wavering	0.0	[0]
04814238-n	grandeur	49.0	[34.0, 64.0]
04827957-n	sin	-95.0	[-95.0]
04831727-n	generosity	44.0	[64.0, 34.0, 34.0]
04840285-n	benevolence	34.0	[34.0]
04852088-n	evil	-64.0	[-64.0, -64.0]
04857738-n	valour	34.0	[34.0, 34.0]
04863969-n	decision	0.0	[0]
04924103-n	age	0.0	[0, 0, 0, 0, 0, 0]
04952944-n	glitter	0.0	[0]
04955160-n	gloss	0.0	[0]
04981658-n	ring	0.0	[0, 0]
04998530-n	build	0.0	[0, 0]
05002822-n	bearing	0.0	[0]
05045841-n	run	0.0	[0, 0]
05059132-n	quickness	0.0	[0]
05060189-n	haste	0.0	[0]
05060189-n	hurry	0.0	[0, 0, 0]
05064037-n	shape	0.0	[0, 0, 0, 0, 0, 0, 0]
05084201-n	distance	0.0	[0, 0, 0, 0, 0, 0]
05091770-n	probability	0.0	[0, 0]
05093890-n	degree	0.0	[0, 0]
05107765-n	amount	0.0	[0, 0, 0]
05138488-n	value	17.104166666666668	[0, 0.0, 45.333333333333336, 34.0, 0.0, 0, 27.5, 30.0]
05142180-n	good	49.0	[64.0, 34.0]
05155821-n	advantage	34.0	[34.0, 34.0, 34.0, 34.0]
05156319-n	favour	34.0	[34.0, 34.0, 34.0, 34.0, 34.0, 34.0]
05157406-n	start	0.0	[0]
05159725-n	good	20.4	[0, 34.0, 0, 34.0, 34.0]
05160399-n	advisability	0.0	[0]
05161614-n	disadvantage	-34.0	[-34.0]
05190804-n	power	2.6666666666666665	[0, 0, 0, 32.0, 0, 0, 0.0, 0, 0.0, 0.0, 0, 0.0]
05192451-n	interest	11.5625	[34.0, 0, 0, 0, 0, 35.375]
05195920-n	wheel	0.0	[0]
05200169-n	ability	0.0	[0, 0, 0]
05216365-n	body	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
05217688-n	person	0.0	[0]
05238282-n	skin	0.0	[0]
05282433-n	teeth	0.0	[0, 0, 0, 0]
05311795-n	naked eye	0.0	[0]
05313535-n	eyebrow	0.0	[0, 0, 0, 0]
05462315-n	nervous system	0.0	[0]
05540121-n	skull	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0.0]
05546040-n	jaw	0.0	[0, 0, 0, 0, 0, 0.0]
05567117-n	finger-tip	0.0	[0, 0, 0, 0]
05577304-n	tiptoe	0.0	[0]
05578095-n	heel	0.0	[0, 0, 0, 0]
05611302-n	head	0.0	[0, 0, 0, 0, 0, 0, 0]
05614657-n	sense	0.0	[0]
05618056-n	wit	0.0	[0, 0, 0, 0, 0, 0]
05618849-n	mind	0.0	[0, 0]
05619743-n	genius	64.0	[64.0, 64.0, 64.0]
05629682-n	hell	-64.0	[-64.0, -64.0]
05635055-n	freshness	0.0	[0]
05642815-n	dexterity	0.0	[0]
05651680-n	reason	17.0	[0, 34.0]
05654362-n	vision	0.0	[0]
05671974-n	part	0.0	[0, 0, 0, 0, 0, 0]
05677504-n	sense	0.0	[0, 0, 0, 0, 0, 0]
05697363-n	assurance	34.0	[34.0]
05699434-n	hesitation	-12.5	[0, -25.0]
05703205-n	ear	0.0	[0]
05703429-n	notice	0.0	[0, 0]
05704266-n	concentration	0.0	[0, 0, 0]
05737153-n	mark	0.0	[0]
05748285-n	distinction	0.0	[0, 0]
05755883-n	work	0.0	[0]
05758059-n	experience	0.0	[0, 0, 0, 0, 0, 0]
05763412-n	identity	0.0	[0, 0, 0, 0]
05767733-n	imagination	0.0	[0]
05773407-n	line of thought	0.0	[0]
05780885-n	deduction	0.0	[0.0, 0]
05786372-n	think	0.0	[0, 0]
05790944-n	alternative	0.0	[0, 0, 0, 0]
05803938-n	guesswork	0.0	[0]
05803938-n	guess	0.0	[0]
05820620-n	example	0.0	[0, 0, 0, 0, 0]
05821246-n	exception	0.0	[0, 0]
05823054-n	justification	0.0	[0]
05826914-n	trail	0.0	[0]
05837957-n	mind	16.0	[0, 48.0, 0]
05838176-n	decision	0.0	[0]
05839910-n	way	0.0	[0]
05855004-n	thing	0.0	[0]
05865998-n	point	0.0	[0, 0]
05872982-n	law of nature	0.0	[0, 0]
05891783-n	speculation	0.0	[0]
05893916-n	fallacy	-64.0	[-64.0]
05902872-n	system	0.0	[0]
05905348-n	scheme	0.0	[0, 0, 0.0]
05907682-n	game	-18.125	[-77.0, 0, -34.0, 0, 0, 0, 0, -34.0]
05916739-n	notion	0.0	[0]
